"99501","Anchorage","AK","61.216799","-149.87828","-9","1"
"99502","Anchorage","AK","61.153693","-149.95932","-9","1"
"99503","Anchorage","AK","61.19026","-149.89341","-9","1"
"99504","Anchorage","AK","61.204466","-149.74633","-9","1"
"99505","Fort Richardson","AK","61.261518","-149.66336","-9","1"
"99506","Elmendorf AFB","AK","61.224384","-149.77461","-9","1"
"99507","Anchorage","AK","61.154834","-149.82865","-9","1"
"99508","Anchorage","AK","61.203953","-149.8144","-9","1"
"99509","Anchorage","AK","61.108864","-149.440311","-9","1"
"99510","Anchorage","AK","61.144568","-149.878418","-9","1"
"99511","Anchorage","AK","61.068324","-149.800476","-9","1"
"99512","Anchorage","AK","61.203954","-149.808426","-9","1"
"99513","Anchorage","AK","61.214877","-149.88617","-9","1"
"99514","Anchorage","AK","61.108864","-149.440311","-9","1"
"99515","Anchorage","AK","61.122943","-149.88852","-9","1"
"99516","Anchorage","AK","61.101142","-149.77311","-9","1"
"99517","Anchorage","AK","61.188276","-149.93438","-9","1"
"99518","Anchorage","AK","61.156565","-149.88335","-9","1"
"99519","Anchorage","AK","61.108864","-149.440311","-9","1"
"99520","Anchorage","AK","61.108864","-149.440311","-9","1"
"99521","Anchorage","AK","61.108864","-149.440311","-9","1"
"99522","Anchorage","AK","61.108864","-149.440311","-9","1"
"99523","Anchorage","AK","61.108864","-149.440311","-9","1"
"99524","Anchorage","AK","61.108864","-149.440311","-9","1"
"99540","Indian","AK","60.973454","-149.4583","-9","1"
"99546","Adak","AK","51.87957","-176.63675","-10","1"
"99547","Atka","AK","52.227555","-174.19628","-10","1"
"99548","Chignik Lake","AK","56.252156","-158.74638","-9","1"
"99549","Port Heiden","AK","56.946256","-158.62832","-9","1"
"99550","Port Lions","AK","57.867089","-152.88568","-9","1"
"99551","Akiachak","AK","60.88981","-161.42393","-9","1"
"99552","Akiak","AK","60.911865","-161.22577","-9","1"
"99553","Akutan","AK","54.098693","-165.88176","-9","1"
"99554","Alakanuk","AK","62.683391","-164.65455","-9","1"
"99555","Aleknagik","AK","59.269535","-158.62458","-9","1"
"99556","Anchor Point","AK","59.798363","-151.73566","-9","1"
"99557","Aniak","AK","61.570981","-158.88072","-9","1"
"99558","Anvik","AK","62.632905","-160.21336","-9","1"
"99559","Bethel","AK","60.766603","-161.88006","-9","1"
"99561","Chefornak","AK","60.143735","-164.25283","-9","1"
"99563","Chevak","AK","61.527953","-165.57029","-9","1"
"99564","Chignik","AK","56.298297","-158.4044","-9","1"
"99565","Chignik Lagoon","AK","56.307535","-158.53502","-9","1"
"99566","Chitina","AK","61.555701","-144.14233","-9","1"
"99567","Chugiak","AK","61.413717","-149.42644","-9","1"
"99568","Clam Gulch","AK","60.23458","-151.3934","-9","1"
"99569","Clarks Point","AK","58.83256","-158.55254","-9","1"
"99571","Cold Bay","AK","55.315003","-162.634","-9","1"
"99572","Cooper Landing","AK","60.484146","-149.78153","-9","1"
"99573","Copper Center","AK","61.832347","-145.2308","-9","1"
"99574","Cordova","AK","60.474512","-145.40256","-9","1"
"99575","Crooked Creek","AK","61.859821","-158.12888","-9","1"
"99576","Dillingham","AK","59.068709","-158.44407","-9","1"
"99577","Eagle River","AK","61.310222","-149.51689","-9","1"
"99578","Eek","AK","60.214239","-162.03799","-9","1"
"99579","Egegik","AK","58.217621","-157.34841","-9","1"
"99580","Ekwok","AK","59.360233","-157.4838","-9","1"
"99581","Emmonak","AK","62.729019","-164.29917","-9","1"
"99583","False Pass","AK","54.849999","-163.42011","-9","1"
"99584","Flat","AK","65.226375","-151.025085","-9","1"
"99585","Marshall","AK","61.878073","-162.08481","-9","1"
"99586","Gakona","AK","62.667589","-144.49059","-9","1"
"99587","Girdwood","AK","60.952049","-149.0838","-9","1"
"99588","Glennallen","AK","62.12042","-145.58592","-9","1"
"99589","Goodnews Bay","AK","59.125873","-161.59999","-9","1"
"99590","Grayling","AK","62.90813","-160.06675","-9","1"
"99591","Saint George Island","AK","56.605546","-169.55958","-10","1"
"99599","Anchorage","AK","61.187188","-149.880393","-9","1"
"99602","Holy Cross","AK","62.198048","-159.77341","-9","1"
"99603","Homer","AK","59.665074","-151.4493","-9","1"
"99604","Hooper Bay","AK","61.52898","-166.09619","-9","1"
"99605","Hope","AK","60.911003","-149.62708","-9","1"
