"27006","Advance","NC","35.954679","-80.44132","-5","1"
"27007","Ararat","NC","36.390363","-80.58746","-5","1"
"27009","Belews Creek","NC","36.236829","-80.07495","-5","1"
"27010","Bethania","NC","36.182975","-80.338662","-5","1"
"27011","Boonville","NC","36.218385","-80.70955","-5","1"
"27012","Clemmons","NC","36.027101","-80.39312","-5","1"
"27013","Cleveland","NC","35.73956","-80.69407","-5","1"
"27014","Cooleemee","NC","35.812635","-80.55724","-5","1"
"27016","Danbury","NC","36.429179","-80.19588","-5","1"
"27017","Dobson","NC","36.367258","-80.72296","-5","1"
"27018","East Bend","NC","36.198622","-80.52694","-5","1"
"27019","Germanton","NC","36.297049","-80.23777","-5","1"
"27020","Hamptonville","NC","36.115196","-80.81872","-5","1"
"27021","King","NC","36.293122","-80.3546","-5","1"
"27022","Lawsonville","NC","36.52235","-80.22195","-5","1"
"27023","Lewisville","NC","36.097767","-80.42715","-5","1"
"27024","Lowgap","NC","36.520921","-80.84824","-5","1"
"27025","Madison","NC","36.383107","-79.97451","-5","1"
"27027","Mayodan","NC","36.421448","-79.97458","-5","1"
"27028","Mocksville","NC","35.920477","-80.57143","-5","1"
"27030","Mount Airy","NC","36.49376","-80.62336","-5","1"
"27031","White Plains","NC","36.399366","-80.70809","-5","1"
"27040","Pfafftown","NC","36.182718","-80.36487","-5","1"
"27041","Pilot Mountain","NC","36.398995","-80.48006","-5","1"
"27042","Pine Hall","NC","36.335676","-80.05135","-5","1"
"27043","Pinnacle","NC","36.331502","-80.4417","-5","1"
"27045","Rural Hall","NC","36.232354","-80.30391","-5","1"
"27046","Sandy Ridge","NC","36.488575","-80.09267","-5","1"
"27047","Siloam","NC","36.305687","-80.5824","-5","1"
"27048","Stoneville","NC","36.47266","-79.90522","-5","1"
"27049","Toast","NC","36.551332","-80.655786","-5","1"
"27050","Tobaccoville","NC","36.235252","-80.38089","-5","1"
"27051","Walkertown","NC","36.174243","-80.16679","-5","1"
"27052","Walnut Cove","NC","36.298241","-80.14383","-5","1"
"27053","Westfield","NC","36.473951","-80.34752","-5","1"
"27054","Woodleaf","NC","35.787743","-80.59377","-5","1"
"27055","Yadkinville","NC","36.12301","-80.64557","-5","1"
"27094","Rural Hall","NC","36.027482","-80.20728","-5","1"
"27098","Rural Hall","NC","36.027482","-80.20728","-5","1"
"27099","Rural Hall","NC","36.027482","-80.20728","-5","1"
"27101","Winston Salem","NC","36.107037","-80.21918","-5","1"
"27102","Winston Salem","NC","36.032304","-80.396168","-5","1"
"27103","Winston Salem","NC","36.066545","-80.30733","-5","1"
"27104","Winston Salem","NC","36.094104","-80.31503","-5","1"
"27105","Winston Salem","NC","36.147887","-80.23423","-5","1"
"27106","Winston Salem","NC","36.141395","-80.3137","-5","1"
"27107","Winston Salem","NC","36.046215","-80.18998","-5","1"
"27108","Winston Salem","NC","36.027482","-80.20728","-5","1"
"27109","Winston Salem","NC","36.133577","-80.2768","-5","1"
"27110","Winston Salem","NC","36.027482","-80.20728","-5","1"
"27111","Winston Salem","NC","36.027482","-80.20728","-5","1"
"27113","Winston Salem","NC","36.027482","-80.20728","-5","1"
"27114","Winston Salem","NC","36.027482","-80.20728","-5","1"
"27115","Winston Salem","NC","36.027482","-80.20728","-5","1"
"27116","Winston Salem","NC","36.027482","-80.20728","-5","1"
"27117","Winston Salem","NC","36.027482","-80.20728","-5","1"
"27120","Winston Salem","NC","36.027482","-80.20728","-5","1"
"27127","Winston Salem","NC","36.039398","-80.26171","-5","1"
"27130","Winston Salem","NC","36.027482","-80.20728","-5","1"
"27144","Salisbury","NC","35.708966","-80.464515","-5","1"
"27150","Winston Salem","NC","36.027482","-80.20728","-5","1"
"27151","Winston Salem","NC","36.027482","-80.20728","-5","1"
"27152","Winston Salem","NC","36.027482","-80.20728","-5","1"
"27155","Winston Salem","NC","36.027482","-80.20728","-5","1"
"27156","Winston Salem","NC","36.027482","-80.20728","-5","1"
"27157","Winston Salem","NC","36.027482","-80.20728","-5","1"
"27198","Winston Salem","NC","36.027482","-80.20728","-5","1"
"27199","Winston Salem","NC","36.027482","-80.20728","-5","1"
"27201","Alamance","NC","36.031836","-79.485643","-5","1"
"27202","Altamahaw","NC","36.185712","-79.50496","-5","1"
"27203","Asheboro","NC","35.686122","-79.82919","-5","1"
"27204","Asheboro","NC","35.788286","-79.720556","-5","1"
"27205","Asheboro","NC","35.665973","-79.832161","-5","1"
"27207","Bear Creek","NC","35.613837","-79.38984","-5","1"
"27208","Bennett","NC","35.559258","-79.54591","-5","1"
"27209","Biscoe","NC","35.354158","-79.76839","-5","1"
"27212","Blanch","NC","36.461871","-79.26388","-5","1"
"27213","Bonlee","NC","35.648194","-79.414859","-5","1"
"27214","Browns Summit","NC","36.205771","-79.69839","-5","1"
"27215","Burlington","NC","36.072336","-79.4698","-5","1"
"27216","Burlington","NC","36.047523","-79.479743","-5","1"
"27217","Burlington","NC","36.132737","-79.41135","-5","1"
"27220","Burlington","NC","36.046677","-79.389631","-5","1"
"27228","Bynum","NC","35.783476","-79.129791","-5","1"
"27229","Candor","NC","35.280008","-79.79467","-5","1"
"27230","Cedar Falls","NC","35.802758","-79.879711","-5","1"
"27231","Cedar Grove","NC","36.207994","-79.16879","-5","1"
"27233","Climax","NC","35.911979","-79.69566","-5","1"
